Receipt No.,Completion Time,Details,Transaction Status,Paid In,Withdrawn,Balance
SK813F0XEB,2024-11-08 00:00:00.000,of Credit,Completed,177.0,,177.0
SK61SMAUSX,2024-11-06 00:00:00.000,,Completed,,-200.0,0.0
SK61SMAUSX,2024-11-06 00:00:00.000,of Credit,Completed,187.52,,200.0
SK56O8LWMO,2024-11-05 00:00:00.000,,Completed,,-10.0,12.48
SK56O8LWMO,2024-11-05 00:00:00.000,,Completed,,-1000.0,22.48
SK59O85CA5,2024-11-05 00:00:00.000,,Completed,1500.0,,1500.0
SK59O85CAP,2024-11-05 00:00:00.000,,Completed,,-477.52,1022.48
SK48L6UT4S,2024-11-04 00:00:00.000,,Completed,,-1400.0,0.0
SK48L6UT4S,2024-11-04 19:14:00.010,of Credit Party,Completed,472.79,,1400.0
SK47L4BYPR,2024-11-04 19:03:59.962,,Completed,,-60.0,927.21
SK40L3AC0E,2024-11-04 19:00:00.029,,Completed,,-100.0,987.21
SK41L2RR81,2024-11-04 18:56:59.971,,Completed,,-100.0,1087.21
SK43L1UYNT,2024-11-04 18:54:00.000,,Completed,,-40.0,1187.21
SK45L1F1W5,2024-11-04 18:51:59.990,,Completed,,-50.0,1227.21
SK41L0XGYH,2024-11-04 18:49:59.981,,Completed,,-100.0,1277.21
SK48KX250I,2024-11-04 18:33:59.990,,Completed,1000.0,,1377.21
SK42IT4YK2,2024-11-04 10:25:00.019,,Completed,1400.0,,1400.0
SK45IT4PMH,2024-11-04 10:25:00.019,,Completed,,-1022.79,377.21
SK40IT0MDI,2024-11-04 10:23:59.971,,Completed,,-42.0,0.0
SK40IT0MDI,2024-11-04 10:23:59.971,,Completed,,-5010.0,42.0
SK40IT0MDI,2024-11-04 10:23:59.971,of Credit Party,Completed,1012.66,,5052.0
SK41ISTCO5,2024-11-04 10:23:00.010,,Completed,,-42.0,4039.34
SK41ISTCO5,2024-11-04 10:23:00.010,,Completed,,-6000.0,4081.34
SK48ISNYKA,2024-11-04 10:21:59.962,,Completed,6000.0,,10081.34
SK41IP801J,2024-11-04 09:56:00.010,,Completed,782.0,,4081.34
SK26BZH3WI,2024-11-02 16:47:00.038,,Completed,,-13.0,3299.34
SK26BZH3WI,2024-11-02 16:47:00.038,,Completed,,-600.0,3312.34
SK27AO1QOH,2024-11-02 11:37:59.981,,Completed,,-20.0,3912.34
SK27AO1QOH,2024-11-02 11:37:59.981,,Completed,,-2500.0,3932.34
SK138EJXPJ,2024-11-01 19:09:00.029,,Completed,,-25.0,6432.34
SK138EJXPJ,2024-11-01 19:09:00.029,,Completed,,-3250.0,6457.34
SK148EEGQG,2024-11-01 19:07:59.981,,Completed,,-292.66,9707.34
SK158EEC7Z,2024-11-01 19:07:59.981,,Completed,10000.0,,10000.0
SJV63YZKUO,2024-10-31 18:58:00.019,,Completed,,-710.0,0.0
SJV63YZKUO,2024-10-31 18:58:00.019,of Credit Party,Completed,289.76,,710.0
SJV83UYBBY,2024-10-31 18:40:59.981,,Completed,,-170.0,427.24
SJV32N4L2V,2024-10-31 14:12:00.029,,Completed,,-200.0,597.24
SJS0Q5ZEDW,2024-10-28 18:51:59.990,,Completed,,-53.0,0.0
SJS0Q5ZEDW,2024-10-28 18:51:59.990,,Completed,,-3000.0,53.0
SJS0Q5ZEDW,2024-10-28 18:51:59.990,of Credit Party,Completed,1069.06,,3053.0
SJS0OQF3CK,2024-10-28 13:36:00.029,,Completed,,-7.0,483.94
SJS0OQF3CK,2024-10-28 13:36:00.029,,Completed,,-150.0,490.94
SJS3OPJUL9,2024-10-28 13:30:59.962,,Completed,,-40.0,640.94
SJS4OOXQZC,2024-10-28 13:25:59.981,,Completed,,-7.0,680.94
SJS4OOXQZC,2024-10-28 13:25:59.981,,Completed,,-250.0,687.94
SJS9OOT6HT,2024-10-28 13:25:59.981,,Completed,,-13.0,937.94
SJS9OOT6HT,2024-10-28 00:00:00.000,Customer Transfer to - 2547******315 FRANCIS MWANGI,Completed,,-780.0,950.94
SJS6OMMRZQ,2024-10-28 00:00:00.000,Customer Transfer of Funds Charge,Completed,,-7.0,1730.94
SJS6OMMRZQ,2024-10-28 00:00:00.000,Customer Transfer to - 2547******590 NICHOLAS NYELELE,Completed,,-150.0,1737.94
SJS1OMDTM1,2024-10-28 00:00:00.000,Customer Transfer of Funds Charge,Completed,,-7.0,1887.94
SJS1OMDTM1,2024-10-28 00:00:00.000,Customer Transfer to - 2547******565 EUCABETH NYAKWEBA,Completed,,-500.0,1894.94
SJS5OM0VUX,2024-10-28 00:00:00.000,Customer Transfer of Funds Charge,Completed,,-7.0,2394.94
SJS5OM0VUX,2024-10-28 00:00:00.000,Customer Transfer to - 2547******115 EUCABETH NYAKWEBA,Completed,,-120.0,2401.94
SJS7OKGK1B,2024-10-28 00:00:00.000,Merchant Payment Online to 7071544 - ROYAL NEST SPICES AND HERBS,Completed,,-100.0,2521.94
SJS7OFFLBL,2024-10-28 00:00:00.000,Transfer from Bank 517819 - IM BANK LIMITED- APP to Customer via API,Completed,1500.0,,2621.94
SJR6L8MKSC,2024-10-27 00:00:00.000,Airtime Purchase,Completed,,-50.0,1121.94
SJP4E3703W,2024-10-25 00:00:00.000,Customer Transfer of Funds Charge,Completed,,-7.0,1171.94
SJP4E3703W,2024-10-25 00:00:00.000,Customer Transfer to - 2547******750 LUCY GATHIMBA,Completed,,-270.0,1178.94
SJP1BITA8Z,2024-10-25 00:00:00.000,Customer Transfer of Funds Charge,Completed,,-13.0,1448.94
SJP1BITA8Z,2024-10-25 00:00:00.000,Customer Transfer to - 01******452 NAncy okoth,Completed,,-800.0,1461.94
SJP7BIMDMB,2024-10-25 00:00:00.000,Pay Bill Online to 200200 - Safaricom Post Paid Acc. 0729920461,Completed,,-1000.0,2261.94
SJP1BIDLWB,2024-10-25 00:00:00.000,Funds received from - 2547******326 OMONDI LOVELL,Completed,3000.0,,3261.94
SJO78VCCF9,2024-10-24 00:00:00.000,Pay Merchant Charge,Completed,,-2.2,261.94
SJO78VCCF9,2024-10-24 00:00:00.000,"Merchant Payment Online to 7082014 - TOTALENERGIES ABC
2",Completed,,-400.0,264.14
SJN73UWX45,2024-10-23 00:00:00.000,Merchant Payment Online to 6900165 -             ALONG MAGOK MAJOK DHOR,Completed,,-450.0,664.14
SJN73TW8U5,2024-10-23 00:00:00.000,Customer Transfer of Funds Charge,Completed,,-7.0,1114.14
SJN73TW8U5,2024-10-23 00:00:00.000,Customer Payment to Small Business to - 2547******655 JANE MWORIA,Completed,,-160.0,1121.14
SJN43RMK2U,2024-10-23 00:00:00.000,Merchant Payment Online to 491847 -            JANDEE GENERAL STORES,Completed,,-50.0,1281.14
SJN23QOFJ0,2024-10-23 00:00:00.000,OD Loan Repayment to 232323 - M-PESA Overdraw,Completed,,-668.86,1331.14
SJN73QO6M1,2024-10-23 00:00:00.000,Transfer from Bank 517819 - IM BANK LIMITED- APP to Customer via API,Completed,2000.0,,2000.0
SJN33QHOPN,2024-10-23 00:00:00.000,Merchant Payment Fuliza M-Pesa Online to 893481 - AAR Rongai Out Patient Centre,Completed,,-700.0,0.0
SJN33QHOPN,2024-10-23 00:00:00.000,OverDraft of Credit Party,Completed,662.23,,700.0
SJM51VAQKR,2024-10-22 00:00:00.000,Airtime Purchase,Completed,,-20.0,37.77
SJM51ISSM3,2024-10-22 00:00:00.000,Airtime Purchase,Completed,,-20.0,57.77
SJL1UB1CR5,2024-10-21 00:00:00.000,Customer Transfer of Funds Charge,Completed,,-23.0,77.77
SJL1UB1CR5,2024-10-21 00:00:00.000,Customer Transfer to - 2547******808 HADLISTONE OMURALO,Completed,,-1030.0,100.77
SJJ1LSH91P,2024-10-19 00:00:00.000,Pay Bill Charge,Completed,,-34.0,1130.77
SJJ1LSH91P,2024-10-19 00:00:00.000,Pay Bill Online to 880100 - NCBA BANK KENYA PLC. Acc. 100618,Completed,,-4085.0,1164.77
SJJ9LSAJS3,2024-10-19 00:00:00.000,Transfer from Bank 517819 - IM BANK LIMITED- APP to Customer via API,Completed,5000.0,,5249.77
SJI9I5KPUB,2024-10-18 00:00:00.000,Customer Transfer of Funds Charge,Completed,,-13.0,249.77
SJI9I5KPUB,2024-10-18 00:00:00.000,Customer Transfer to - 2547******090 VIOLET JEPCHIRCHIR,Completed,,-800.0,262.77
SJH5FH201F,2024-10-17 00:00:00.000,Customer Transfer to - 07******181 SAMSON RATUNKA,Completed,,-50.0,1062.77
SJH5FF5XRP,2024-10-17 00:00:00.000,Customer Transfer to - 07******006 dickson rodgers,Completed,,-100.0,1112.77
SJH1F6GX2J,2024-10-17 16:36:59.990,,Completed,,-50.0,1212.77
SJH6F3X3EI,2024-10-17 16:20:00.038,,Completed,,-197.23,1262.77
SJH4F3X1VQ,2024-10-17 16:20:00.038,,Completed,1460.0,,1460.0
SJH2F2VDHO,2024-10-17 16:12:00.000,,Completed,,-3320.0,0.0
SJH2F2VDHO,2024-10-17 16:12:00.000,of Credit Party,Completed,195.27,,3320.0
SJH5F2QJ3Z,2024-10-17 16:11:00.038,,Completed,,-875.27,3124.73
SJH1F2QCH9,2024-10-17 16:11:00.038,,Completed,4000.0,,4000.0
SJH4EQ4JBA,2024-10-17 14:37:59.981,,Completed,,-20.0,0.0
SJH4EQ4JBA,2024-10-17 14:37:59.981,,Completed,,-2500.0,20.0
SJH4EQ4JBA,2024-10-17 14:37:59.981,of Credit Party,Completed,866.6,,2520.0
SJH4EMVYOE,2024-10-17 14:14:00.038,,Completed,,-48.0,1653.4
SJH4EMVYOE,2024-10-17 14:14:00.038,,Completed,,-8000.0,1701.4
SJH9EMOXAL,2024-10-17 14:12:00.029,,Completed,8000.0,,9701.4
SJH3EHWDUR,2024-10-17 13:38:00.038,,Completed,,-7.0,1701.4
SJH3EHWDUR,2024-10-17 13:38:00.038,,Completed,,-350.0,1708.4
SJH2E83QW4,2024-10-17 12:27:00.000,,Completed,,-7.0,2058.4
SJH2E83QW4,2024-10-17 12:27:00.000,,Completed,,-350.0,2065.4
SJG4B8YBFK,2024-10-16 17:03:00.029,,Completed,,-70.0,2415.4
SJG0B7HW7G,2024-10-16 16:54:00.029,,Completed,,-50.0,2485.4
SJG4B71FJQ,2024-10-16 16:50:59.971,,Completed,,-1250.0,2535.4
SJG8B5WKHS,2024-10-16 16:43:00.019,,Completed,,-7.0,3785.4
SJG8B5WKHS,2024-10-16 16:43:00.019,,Completed,,-400.0,3792.4
SJG99ZG1SP,2024-10-16 11:28:00.019,,Completed,,-103.0,4192.4
SJG99ZG1SP,2024-10-16 11:28:00.019,,Completed,,-45000.0,4295.4
SJF98EH7VH,2024-10-15 20:39:00.029,,Completed,,-704.6,49295.4
SJF88EH3GK,2024-10-15 20:39:00.029,,Completed,50000.0,,50000.0
SJE64CCIKU,2024-10-14 20:53:59.971,,Completed,,-20.0,0.0
SJE64CCIKU,2024-10-14 20:53:59.971,,Completed,,-1920.0,20.0
SJE64CCIKU,2024-10-14 20:53:59.971,of Credit Party,Completed,697.62,,1940.0
SJE444OXM2,2024-10-14 20:10:00.019,,Completed,,-13.0,1242.38
SJE444OXM2,2024-10-14 20:10:00.019,,Completed,,-700.0,1255.38
SJE93HRL4R,2024-10-14 18:27:00.000,,Completed,,-100.0,1955.38
SJE33G2E6R,2024-10-14 18:18:00.000,,Completed,1000.0,,2055.38
SJE13FWOE3,2024-10-14 18:17:00.038,,Completed,,-1944.62,1055.38
SJE13FWM3V,2024-10-14 18:17:00.038,,Completed,3000.0,,3000.0
SJE927U8TX,2024-10-14 13:21:00.000,,Completed,,-30.0,0.0
SJE927U8TX,2024-10-14 13:21:00.000,of Credit Party,Completed,30.0,,30.0
SJE226JG72,2024-10-14 13:11:00.038,,Completed,,-7.0,0.0
SJE226JG72,2024-10-14 13:11:00.038,,Completed,,-200.0,7.0
SJE226JG72,2024-10-14 13:11:00.038,of Credit Party,Completed,207.0,,207.0
SJE926FUVP,2024-10-14 13:11:00.038,,Completed,,-7.0,0.0
SJE926FUVP,2024-10-14 13:11:00.038,,Completed,,-400.0,7.0
SJE926FUVP,2024-10-14 13:11:00.038,of Credit Party,Completed,407.0,,407.0
SJE2251IQA,2024-10-14 13:00:59.990,,Completed,,-33.0,0.0
SJE2251IQA,2024-10-14 13:00:59.990,,Completed,,-2000.0,33.0
SJE2251IQA,2024-10-14 13:00:59.990,of Credit Party,Completed,1281.36,,2033.0
SJE32340B3,2024-10-14 12:45:59.962,,Completed,,-53.0,751.64
SJE32340B3,2024-10-14 12:45:59.962,,Completed,,-3000.0,804.64
SJE01PX0KQ,2024-10-14 11:03:59.990,,Completed,4500.0,,4500.0
SJE61PXD7W,2024-10-14 11:03:59.990,,Completed,,-695.36,3804.64
SJB5R6RTVF,2024-10-11 20:24:59.962,,Completed,,-100.0,0.0
SJB5R6RTVF,2024-10-11 20:24:59.962,of Credit Party,Completed,100.0,,100.0
SJB9R5GX5D,2024-10-11 20:17:59.971,,Completed,,-718.0,0.0
SJB9R5GX5D,2024-10-11 20:17:59.971,of Credit Party,Completed,588.47,,718.0
SJB4R1KI4E,2024-10-11 19:57:59.962,,Completed,,-40.0,129.53
SJB5R0R55L,2024-10-11 19:54:00.029,,Completed,,-10.0,169.53
SJB2QYFR1E,2024-10-11 19:43:00.019,,Completed,,-2000.0,179.53
SJB7QYD1PN,2024-10-11 19:43:00.019,,Completed,1000.0,,2179.53
SJB4PPPM02,2024-10-11 15:47:00.010,,Completed,,-5100.0,1179.53
SJB8PPMNKS,2024-10-11 15:45:59.962,,Completed,6000.0,,6279.53
SJB8PER0LG,2024-10-11 14:28:00.019,,Completed,,-34.0,279.53
SJB8PER0LG,2024-10-11 14:28:00.019,,Completed,,-4000.0,313.53
SJB3P1T4GN,2024-10-11 12:58:00.019,,Completed,,-13.0,4313.53
SJB3P1T4GN,2024-10-11 12:58:00.019,,Completed,,-650.0,4326.53
SJB1P1CQLB,2024-10-11 12:54:00.000,,Completed,,-23.47,4976.53
SJB7P1CRXT,2024-10-11 12:54:00.000,,Completed,5000.0,,5000.0
SJA0KTUXP8,2024-10-10 12:24:00.029,,Completed,,-34.0,0.0
SJA0KTUXP8,2024-10-10 12:24:00.029,,Completed,,-3859.0,34.0
SJA0KTUXP8,2024-10-10 12:24:00.029,of Credit Party,Completed,23.23,,3893.0
SJA5KTP2JF,2024-10-10 12:22:59.981,,Completed,,-34.0,3869.77
SJA5KTP2JF,2024-10-10 12:22:59.981,,Completed,,-3859.0,3903.77
SJA3KQ5Y7V,2024-10-10 11:55:59.981,,Completed,,-18.0,7762.77
SJA3KQ5Y7V,2024-10-10 11:55:59.981,,Completed,,-10000.0,7780.77
SJA2KPY53A,2024-10-10 11:55:00.019,,Completed,,-48.0,17780.77
SJA2KPY53A,2024-10-10 11:55:00.019,,Completed,,-8500.0,17828.77
SJA7KPJ1DT,2024-10-10 11:51:00.000,,Completed,,-1671.23,26328.77
SJA3KPJBPN,2024-10-10 11:51:00.000,,Completed,28000.0,,28000.0
SJ90HKJVWQ,2024-10-09 16:07:00.019,,Completed,,-7.0,0.0
SJ90HKJVWQ,2024-10-09 16:07:00.019,,Completed,,-120.0,7.0
SJ90HKJVWQ,2024-10-09 16:07:00.019,of Credit Party,Completed,127.0,,127.0
SJ82CEHSOM,2024-10-08 11:24:59.962,,Completed,,-200.0,0.0
SJ82CEHSOM,2024-10-08 11:24:59.962,of Credit Party,Completed,200.0,,200.0
SJ70AAKJT2,2024-10-07 19:07:59.981,,Completed,,-135.0,0.0
SJ70AAKJT2,2024-10-07 19:07:59.981,of Credit Party,Completed,135.0,,135.0
SJ71A9MIN9,2024-10-07 19:03:59.962,,Completed,,-50.0,0.0
SJ71A9MIN9,2024-10-07 19:03:59.962,of Credit Party,Completed,50.0,,50.0
SJ74A7CBHW,2024-10-07 18:54:00.000,,Completed,,-1846.0,0.0
SJ74A7CBHW,2024-10-07 18:54:00.000,of Credit Party,Completed,1099.91,,1846.0
SJ70A6U5A4,2024-10-07 18:51:59.990,,Completed,,-53.91,746.09
SJ79A6UEY5,2024-10-07 18:51:59.990,,Completed,800.0,,800.0
SJ542NN6CI,2024-10-05 20:53:00.010,,Completed,,-50.0,0.0
SJ542NN6CI,2024-10-05 20:53:00.010,of Credit Party,Completed,50.0,,50.0
SJ562MST32,2024-10-05 20:48:59.990,,Completed,,-13.0,0.0
SJ562MST32,2024-10-05 20:48:59.990,,Completed,,-900.0,13.0
SJ562MST32,2024-10-05 20:48:59.990,of Credit Party,Completed,3.37,,913.0
SJ57287915,2024-10-05 19:39:59.962,,Completed,,-78.0,909.63
SJ57287915,2024-10-05 19:39:59.962,,Completed,,-5100.0,987.63
SJ5527Y7BJ,2024-10-05 19:39:00.000,,Completed,,-748.37,6087.63
SJ5327XAUV,2024-10-05 19:39:00.000,,Completed,6836.0,,6836.0
SJ591Y10AX,2024-10-05 19:00:00.029,,Completed,,-5.0,0.0
SJ591Y10AX,2024-10-05 19:00:00.029,,Completed,,-400.0,5.0
SJ591Y10AX,2024-10-05 19:00:00.029,of Credit Party,Completed,405.0,,405.0
SJ581V29IW,2024-10-05 18:47:59.971,,Completed,,-1300.0,0.0
SJ581V29IW,2024-10-05 18:47:59.971,of Credit Party,Completed,335.96,,1300.0
SJ55ZDAYIF,2024-10-05 13:34:59.981,,Completed,,-1400.0,964.04
SJ51ZAEZYD,2024-10-05 13:16:00.019,,Completed,,-13.0,2364.04
SJ51ZAEZYD,2024-10-05 13:16:00.019,,Completed,,-600.0,2377.04
SJ54Z0AZ2W,2024-10-05 12:06:59.990,,Completed,,-100.0,2977.04
SJ59YXMVM7,2024-10-05 11:48:00.029,,Completed,,-280.0,3077.04
SJ45X7ILER,2024-10-04 20:53:59.971,,Completed,,-50.0,3357.04
SJ45X3AAIL,2024-10-04 20:30:59.990,,Completed,,-1600.0,3407.04
SJ43WRW7KF,2024-10-04 19:36:59.990,,Completed,,-500.0,5007.04
SJ47WR3FK5,2024-10-04 19:34:00.019,,Completed,,-80.0,5507.04
SJ48WPBNWU,2024-10-04 19:27:00.029,,Completed,,-60.0,5587.04
SJ42WN8MCA,2024-10-04 19:18:00.029,,Completed,,-13.0,5647.04
SJ42WN8MCA,2024-10-04 19:18:00.029,,Completed,,-600.0,5660.04
SJ44UDPXV2,2024-10-04 10:43:59.981,Charge,Completed,,-42.0,6260.04
SJ44UDPXV2,2024-10-04 10:43:59.981,,Completed,,-5010.0,6302.04
SJ48UDFL3G,2024-10-04 10:41:59.971,Charge,Completed,,-42.0,11312.04
SJ48UDFL3G,2024-10-04 10:41:59.971,,Completed,,-6000.0,11354.04
SJ47TW4B4H,2024-10-04 08:26:59.971,,Completed,15000.0,,17354.04
SJ32SP4Z3M,2024-10-03 20:14:00.038,Charge,Completed,,-10.0,2354.04
SJ32SP4Z3M,2024-10-03 20:14:00.038,,Completed,,-1000.0,2364.04
SJ26O3PCRA,2024-10-02 19:18:59.990,,Completed,,-7.0,3364.04
SJ26O3PCRA,2024-10-02 19:18:59.990,,Completed,,-400.0,3371.04
SJ28O1SL7W,2024-10-02 19:12:00.000,,Completed,,-7.0,3771.04
SJ28O1SL7W,2024-10-02 19:12:00.000,,Completed,,-115.0,3778.04
SJ22O0SYLU,2024-10-02 19:07:59.981,,Completed,,-7.0,3893.04
SJ22O0SYLU,2024-10-02 19:07:59.981,,Completed,,-300.0,3900.04
SJ24NZOMAU,2024-10-02 19:03:00.000,,Completed,,-7.0,4200.04
SJ24NZOMAU,2024-10-02 19:03:00.000,,Completed,,-120.0,4207.04
SJ20NY458G,2024-10-02 18:56:59.971,,Completed,,-100.0,4327.04
SJ24N1PPU0,2024-10-02 15:58:00.019,,Completed,,-23.0,4427.04
SJ24N1PPU0,2024-10-02 15:58:00.019,,Completed,,-1300.0,4450.04
SJ24MDZ4R8,2024-10-02 13:11:00.038,,Completed,,-200.0,5750.04
SIU8DNOT90,2024-09-30 11:50:00.038,Charge,Completed,,-5.0,5950.04
SIU8DNOT90,2024-09-30 11:50:00.038,,Completed,,-200.0,5955.04
SIU5DM5PA5,2024-09-30 11:37:59.981,,Completed,,-1020.0,6155.04
SIU6DKW5DI,2024-09-30 11:28:00.019,,Completed,,-1023.0,7175.04
SIU5DI4O83,2024-09-30 11:06:59.962,,Completed,,-480.0,8198.04
SIT9C64NIV,2024-09-29 21:20:00.010,Charge,Completed,,-20.0,8678.04
SIT9C64NIV,2024-09-29 21:20:00.010,,Completed,,-1750.0,8698.04
SIT7BEUQQ5,2024-09-29 18:38:59.971,,Completed,,-13.0,10448.04
SIT7BEUQQ5,2024-09-29 18:38:59.971,,Completed,,-1000.0,10461.04
SIT2B7E3NY,2024-09-29 17:59:00.038,Charge,Completed,,-5.0,11461.04
SIT2B7E3NY,2024-09-29 17:59:00.038,,Completed,,-257.0,11466.04
SIT0AHAY4U,2024-09-29 15:06:59.990,,Completed,,-5900.0,11723.04
SIT8AH5IO4,2024-09-29 15:06:00.029,,Completed,10000.0,,17623.04
SIT5ACCLHN,2024-09-29 14:32:00.038,Charge,Completed,,-20.0,7623.04
SIT5ACCLHN,2024-09-29 14:32:00.038,,Completed,,-2000.0,7643.04
SIT1AATJ2B,2024-09-29 14:21:00.029,Charge,Completed,,-15.0,9643.04
SIT1AATJ2B,2024-09-29 14:21:00.029,,Completed,,-1500.0,9658.04
SIT9A0SQR3,2024-09-29 13:09:00.029,Charge,Completed,,-10.0,11158.04
SIT9A0SQR3,2024-09-29 13:09:00.029,,Completed,,-650.0,11168.04
SIT2A0NY4G,2024-09-29 13:07:59.981,,Completed,,-200.0,11818.04
SIT79TRYKX,2024-09-29 12:13:00.019,,Completed,12477.0,,12477.0
SIT79TS7UT,2024-09-29 12:13:00.019,,Completed,,-458.96,12018.04
SIR92BQ2VH,2024-09-27 15:45:00.000,,Completed,,-200.0,0.0
SIR92BQ2VH,2024-09-27 15:45:00.000,of Credit Party,Completed,200.0,,200.0
SIQ4WFYI3W,2024-09-26 12:40:00.019,,Completed,,-30.0,0.0
SIQ4WFYI3W,2024-09-26 12:40:00.019,of Credit Party,Completed,30.0,,30.0
SIQ6WFX6V4,2024-09-26 12:40:00.019,,Completed,,-13.0,0.0
SIQ6WFX6V4,2024-09-26 12:40:00.019,,Completed,,-1000.0,13.0
SIQ6WFX6V4,2024-09-26 12:40:00.019,of Credit Party,Completed,224.41,,1013.0
SIQ0W8N9BC,2024-09-26 11:42:59.962,,Completed,,-686.41,788.59
SIQ7W8MSAR,2024-09-26 11:42:59.962,,Completed,1475.0,,1475.0
SIO0OOGTXE,2024-09-24 13:20:00.038,,Completed,,-7.0,0.0
SIO0OOGTXE,2024-09-24 13:20:00.038,,Completed,,-150.0,7.0
SIO0OOGTXE,2024-09-24 13:20:00.038,of Credit Party,Completed,157.0,,157.0
SIO5ONIFW3,2024-09-24 13:12:59.962,,Completed,,-80.0,0.0
SIO5ONIFW3,2024-09-24 13:12:59.962,of Credit Party,Completed,80.0,,80.0
SIO5OMYPT1,2024-09-24 13:09:00.029,,Completed,,-13.0,0.0
SIO5OMYPT1,2024-09-24 13:09:00.029,,Completed,,-565.0,13.0
SIO5OMYPT1,2024-09-24 13:09:00.029,of Credit Party,Completed,442.61,,578.0
SIO5OMHESF,2024-09-24 13:05:00.010,,Completed,,-7.0,135.39
SIO5OMHESF,2024-09-24 13:05:00.010,,Completed,,-340.0,142.39
SIO4OLQNGE,2024-09-24 12:58:59.981,,Completed,,-7.0,482.39
SIO4OLQNGE,2024-09-24 12:58:59.981,,Completed,,-250.0,489.39
SIO8OLLF3O,2024-09-24 12:58:00.019,,Completed,,-13.0,739.39
SIO8OLLF3O,2024-09-24 12:58:00.019,,Completed,,-710.0,752.39
SIO9OKSMAF,2024-09-24 12:51:59.990,,Completed,,-100.0,1462.39
SIO9OJGCI5,2024-09-24 12:42:00.029,,Completed,,-50.0,1562.39
SIO5NNJWHB,2024-09-24 08:10:59.981,,Completed,,-887.61,1612.39
SIO7NNJRXR,2024-09-24 08:10:59.981,,Completed,2500.0,,2500.0
SIN5L3ZS17,2024-09-23 15:15:00.029,,Completed,,-20.0,0.0
SIN5L3ZS17,2024-09-23 15:15:00.029,of Credit Party,Completed,20.0,,20.0
SIL2CKPCGW,2024-09-21 11:39:00.029,,Completed,,-200.0,0.0
SIL2CKPCGW,2024-09-21 11:39:00.029,of Credit Party,Completed,200.0,,200.0
SIK5ASBJ2F,2024-09-20 20:03:00.029,,Completed,,-20.0,0.0
SIK5ASBJ2F,2024-09-20 20:03:00.029,of Credit Party,Completed,20.0,,20.0
SIK3AQLDX5,2024-09-20 19:54:00.029,,Completed,,-420.0,0.0
SIK3AQLDX5,2024-09-20 19:54:00.029,of Credit Party,Completed,420.0,,420.0
SIK5AOQDZH,2024-09-20 19:45:00.029,,Completed,,-2721.0,0.0
SIK5AOQDZH,2024-09-20 19:45:00.029,of Credit Party,Completed,212.88,,2721.0
SIK6AO5IFE,2024-09-20 19:43:00.019,,Completed,2325.0,,2508.12
SIK69AB2Q8,2024-09-20 14:55:00.019,,Completed,,-23.0,183.12
SIK69AB2Q8,2024-09-20 14:55:00.019,,Completed,,-1300.0,206.12
SIK68DOEBQ,2024-09-20 10:48:00.000,,Completed,,-50.0,1506.12
SIK68COW9G,2024-09-20 10:39:59.962,,Completed,,-1000.0,1556.12
SIH6XEVMH4,2024-09-17 19:02:00.038,,Completed,1500.0,,2556.12
SIH4WDQF0I,2024-09-17 15:20:59.971,,Completed,,-42.0,1056.12
SIH4WDQF0I,2024-09-17 15:20:59.971,,Completed,,-7000.0,1098.12
SIH7WDFJ1H,2024-09-17 15:18:59.962,,Completed,,-901.88,8098.12
SIH8WDFGT8,2024-09-17 15:18:59.962,,Completed,9000.0,,9000.0
SIG5RN9J75,2024-09-16 12:02:00.010,,Completed,,-13.0,0.0
SIG5RN9J75,2024-09-16 12:02:00.010,,Completed,,-755.0,13.0
SIG5RN9J75,2024-09-16 12:02:00.010,of Credit Party,Completed,768.0,,768.0
SIF0PT393G,2024-09-15 20:03:59.990,,Completed,,-200.0,0.0
SIF0PT393G,2024-09-15 20:03:59.990,of Credit Party,Completed,124.95,,200.0
SIF5OPY4ZD,2024-09-15 16:20:00.038,,Completed,,-924.95,75.05
SIF5OPY7WN,2024-09-15 16:20:00.038,,Completed,1000.0,,1000.0
SIF2OPTVKS,2024-09-15 16:18:59.990,,Completed,,-33.0,0.0
SIF2OPTVKS,2024-09-15 16:18:59.990,,Completed,,-1850.0,33.0
SIF2OPTVKS,2024-09-15 16:18:59.990,of Credit Party,Completed,915.79,,1883.0
SIF4NTC7KS,2024-09-15 12:20:00.010,,Completed,,-23.0,967.21
SIF4NTC7KS,2024-09-15 12:20:00.010,,Completed,,-1030.0,990.21
SIF7NT8223,2024-09-15 12:18:59.962,,Completed,,-279.79,2020.21
SIF1NT85QF,2024-09-15 12:18:59.962,,Completed,2300.0,,2300.0
SIE3M3F7T7,2024-09-14 20:37:59.981,,Completed,,-30.0,0.0
SIE3M3F7T7,2024-09-14 20:37:59.981,of Credit Party,Completed,30.0,,30.0
SIE1M396TR,2024-09-14 20:37:00.019,,Completed,,-20.0,0.0
SIE1M396TR,2024-09-14 20:37:00.019,of Credit Party,Completed,20.0,,20.0
SIE4M229CW,2024-09-14 20:30:59.990,,Completed,,-500.0,0.0
SIE4M229CW,2024-09-14 20:30:59.990,of Credit Party,Completed,227.01,,500.0
SID8GNLH1A,2024-09-13 16:45:00.029,,Completed,,-23.0,272.99
SID8GNLH1A,2024-09-13 16:45:00.029,,Completed,,-1200.0,295.99
SID0GGHX9Y,2024-09-13 15:54:59.962,,Completed,,-57.0,1495.99
SID0GGHX9Y,2024-09-13 15:54:59.962,,Completed,,-12300.0,1552.99
SID8GGE3SG,2024-09-13 15:54:00.000,,Completed,13000.0,,13852.99
